,Date,Region,Confirmed,Deaths,Recovered
16207,05/27/2020,UK,268619,37542,1166
16208,05/27/2020,US,1699176,100418,391508
16209,05/27/2020,Uganda,281,0,69
16210,05/27/2020,Ukraine,21905,658,7995
16211,05/27/2020,United Arab Emirates,31969,255,16371
16212,05/27/2020,Uruguay,803,22,650
16213,05/27/2020,Uzbekistan,3369,14,2668
16214,05/27/2020,Venezuela,1245,11,302
16215,05/27/2020,Vietnam,327,0,278
16216,05/27/2020,West Bank and Gaza,434,3,365
16217,05/27/2020,Western Sahara,9,1,6
16218,05/27/2020,Yemen,256,53,10
16219,05/27/2020,Zambia,1057,7,779
16220,05/27/2020,Zimbabwe,132,4,25
16221,05/28/2020,Afghanistan,13036,235,1209
16222,05/28/2020,Albania,1076,33,823
16223,05/28/2020,Algeria,8997,630,5277
16224,05/28/2020,Andorra,763,51,681
16225,05/28/2020,Angola,74,4,18
16226,05/28/2020,Antigua and Barbuda,25,3,19
16227,05/28/2020,Argentina,14702,508,4617
16228,05/28/2020,Armenia,8216,113,3287
16229,05/28/2020,Australia,7165,103,6576
16230,05/28/2020,Austria,16628,668,15286
16231,05/28/2020,Azerbaijan,4759,56,3022
16232,05/28/2020,Bahamas,101,11,47
16233,05/28/2020,Bahrain,10052,15,5419
16234,05/28/2020,Bangladesh,40321,559,8425
16235,05/28/2020,Barbados,92,7,76
16236,05/28/2020,Belarus,39858,219,16660
16237,05/28/2020,Belgium,57849,9388,15572
16238,05/28/2020,Belize,18,2,16
16239,05/28/2020,Benin,210,3,134
16240,05/28/2020,Bhutan,31,0,6
16241,05/28/2020,Bolivia,8387,293,738
16242,05/28/2020,Bosnia and Herzegovina,2462,153,1781
16243,05/28/2020,Botswana,35,1,20
16244,05/28/2020,Brazil,438238,26754,177604
16245,05/28/2020,Brunei,141,2,138
16246,05/28/2020,Bulgaria,2477,134,965
16247,05/28/2020,Burkina Faso,847,53,719
16248,05/28/2020,Burma,206,6,126
16249,05/28/2020,Burundi,42,1,20
16250,05/28/2020,Cabo Verde,390,4,155
16251,05/28/2020,Cambodia,124,0,122
16252,05/28/2020,Cameroon,5436,175,1996
16253,05/28/2020,Canada,89976,6982,46961
16254,05/28/2020,Central African Republic,755,1,23
16255,05/28/2020,Chad,726,65,413
16256,05/28/2020,Chile,86943,890,36115
16257,05/28/2020,Colombia,24141,833,6132
16258,05/28/2020,Comoros,87,2,24
16259,05/28/2020,Congo (Brazzaville),571,19,161
16260,05/28/2020,Congo (Kinshasa),2660,69,381
16261,05/28/2020,Costa Rica,1000,10,646
16262,05/28/2020,Croatia,2245,102,2051
16263,05/28/2020,Cuba,1983,82,1734
16264,05/28/2020,Cyprus,941,17,784
16265,05/28/2020,Czech Republic,9140,319,6460
16266,05/28/2020,Denmark,11712,568,10378
16267,05/28/2020,Diamond Princess,712,13,651
16268,05/28/2020,Djibouti,2914,20,1241
16269,05/28/2020,Dominica,16,0,16
16270,05/28/2020,Dominican Republic,16068,485,8952
16271,05/28/2020,Ecuador,38471,3313,18425
16272,05/28/2020,Egypt,20793,845,5359
16273,05/28/2020,El Salvador,2194,39,1002
16274,05/28/2020,Equatorial Guinea,1043,12,165
16275,05/28/2020,Eritrea,39,0,39
16276,05/28/2020,Estonia,1851,66,1574
16277,05/28/2020,Eswatini,279,2,168
16278,05/28/2020,Ethiopia,831,7,191
16279,05/28/2020,Fiji,18,0,15
16280,05/28/2020,Finland,6743,313,5500
16281,05/28/2020,France,186364,28665,67309
16282,05/28/2020,Gabon,2431,14,668
16283,05/28/2020,Gambia,25,1,19
16284,05/28/2020,Georgia,738,12,573
16285,05/28/2020,Germany,182196,8470,163360
16286,05/28/2020,Ghana,7303,34,2412
16287,05/28/2020,Greece,2906,175,1374
16288,05/28/2020,Grenada,23,0,18
16289,05/28/2020,Guatemala,4348,80,565
16290,05/28/2020,Guinea,3553,22,1950
16291,05/28/2020,Guinea-Bissau,1195,8,42
16292,05/28/2020,Guyana,150,11,67
16293,05/28/2020,Haiti,1320,34,22
16294,05/28/2020,Holy See,12,0,2
16295,05/28/2020,Honduras,4752,196,519
16296,05/28/2020,Hong Kong,1066,4,1035
16297,05/28/2020,Hungary,3816,509,1996
16298,05/28/2020,Iceland,1805,10,1792
16299,05/28/2020,India,165386,4711,70920
16300,05/28/2020,Indonesia,24538,1496,6240
16301,05/28/2020,Iran,143849,7627,112988
16302,05/28/2020,Iraq,5457,179,2971
16303,05/28/2020,Ireland,24841,1639,22089
16304,05/28/2020,Israel,16872,284,14679
16305,05/28/2020,Italy,231732,33142,150604
16306,05/28/2020,Ivory Coast,2641,32,1326
16307,05/28/2020,Jamaica,569,9,284
16308,05/28/2020,Japan,16598,881,14096
16309,05/28/2020,Jordan,728,9,497
16310,05/28/2020,Kazakhstan,9576,37,4900
16311,05/28/2020,Kenya,1618,58,421
16312,05/28/2020,Kosovo,1048,30,801
16313,05/28/2020,Kuwait,24112,185,8698
16314,05/28/2020,Kyrgyzstan,1594,16,1066
16315,05/28/2020,Laos,19,0,16
16316,05/28/2020,Latvia,1061,24,741
16317,05/28/2020,Lebanon,1168,26,699
16318,05/28/2020,Lesotho,2,0,1
16319,05/28/2020,Liberia,269,27,144
16320,05/28/2020,Libya,105,5,41
16321,05/28/2020,Liechtenstein,82,1,55
16322,05/28/2020,Lithuania,1656,68,1193
16323,05/28/2020,Luxembourg,4008,110,3803
16324,05/28/2020,MS Zaandam,9,2,0
16325,05/28/2020,Macau,45,0,45
16326,05/28/2020,Madagascar,656,2,154
16327,05/28/2020,Mainland China,82995,4634,78291
16328,05/28/2020,Malawi,203,4,37
16329,05/28/2020,Malaysia,7629,115,6169
16330,05/28/2020,Maldives,1513,5,197
16331,05/28/2020,Mali,1194,72,652
16332,05/28/2020,Malta,616,7,501
16333,05/28/2020,Mauritania,346,19,15
16334,05/28/2020,Mauritius,334,10,322
16335,05/28/2020,Mexico,81400,9044,56041
16336,05/28/2020,Moldova,7725,282,4123
16337,05/28/2020,Monaco,98,4,90
16338,05/28/2020,Mongolia,161,0,43
16339,05/28/2020,Montenegro,324,9,315
16340,05/28/2020,Morocco,7643,202,5195
16341,05/28/2020,Mozambique,233,2,82
16342,05/28/2020,Namibia,22,0,14
16343,05/28/2020,Nepal,1042,5,187
16344,05/28/2020,Netherlands,46152,5922,178
16345,05/28/2020,New Zealand,1504,22,1481
16346,05/28/2020,Nicaragua,759,35,370
16347,05/28/2020,Niger,955,64,803
16348,05/28/2020,Nigeria,8915,259,2592
16349,05/28/2020,North Macedonia,2077,121,1486
16350,05/28/2020,Norway,8411,236,7727
16351,05/28/2020,Oman,9009,40,2177
16352,05/28/2020,Pakistan,61227,1260,20231
16353,05/28/2020,Panama,12131,320,7379
16354,05/28/2020,Papua New Guinea,8,0,8
16355,05/28/2020,Paraguay,900,11,402
16356,05/28/2020,Peru,141779,4099,59442
16357,05/28/2020,Philippines,15588,921,3598
16358,05/28/2020,Poland,22825,1038,10560
16359,05/28/2020,Portugal,31596,1369,18637
16360,05/28/2020,Qatar,50914,33,15399
16361,05/28/2020,Romania,18791,1235,12629
16362,05/28/2020,Russia,379051,4142,150993
16363,05/28/2020,Rwanda,349,0,245
16364,05/28/2020,Saint Kitts and Nevis,15,0,15
16365,05/28/2020,Saint Lucia,18,0,18
16366,05/28/2020,Saint Vincent and the Grenadines,25,0,14
16367,05/28/2020,San Marino,670,42,322
16368,05/28/2020,Sao Tome and Principe,458,12,68
16369,05/28/2020,Saudi Arabia,80185,441,54553
16370,05/28/2020,Senegal,3348,39,1686
16371,05/28/2020,Serbia,11300,241,6438
16372,05/28/2020,Seychelles,11,0,11
16373,05/28/2020,Sierra Leone,812,45,361
16374,05/28/2020,Singapore,33249,23,18294
16375,05/28/2020,Slovakia,1520,28,1332
16376,05/28/2020,Slovenia,1473,108,1356
16377,05/28/2020,Somalia,1828,72,310
16378,05/28/2020,South Africa,27403,577,14370
16379,05/28/2020,South Korea,11402,269,10363
16380,05/28/2020,South Sudan,994,10,6
16381,05/28/2020,Spain,237906,27119,150376
16382,05/28/2020,Sri Lanka,1530,10,745
16383,05/28/2020,Sudan,4346,195,749
16384,05/28/2020,Suriname,12,1,9
16385,05/28/2020,Sweden,35727,4266,4971
16386,05/28/2020,Switzerland,30796,1919,28300
16387,05/28/2020,Syria,122,4,43
16388,05/28/2020,Taiwan,441,7,420
16389,05/28/2020,Tajikistan,3563,47,1674
16390,05/28/2020,Tanzania,509,21,183
16391,05/28/2020,Thailand,3065,57,2945
16392,05/28/2020,Timor-Leste,24,0,24
16393,05/28/2020,Togo,422,13,197
16394,05/28/2020,Trinidad and Tobago,116,8,108
16395,05/28/2020,Tunisia,1068,48,938
16396,05/28/2020,Turkey,160979,4461,124369
16397,05/28/2020,UK,270508,37919,1167
16398,05/28/2020,US,1721753,101616,399991
16399,05/28/2020,Uganda,317,0,69
16400,05/28/2020,Ukraine,22382,669,8439
16401,05/28/2020,United Arab Emirates,32532,258,16685
16402,05/28/2020,Uruguay,811,22,654
16403,05/28/2020,Uzbekistan,3444,14,2694
16404,05/28/2020,Venezuela,1325,11,302
16405,05/28/2020,Vietnam,327,0,278
16406,05/28/2020,West Bank and Gaza,446,3,368
16407,05/28/2020,Western Sahara,9,1,6
16408,05/28/2020,Yemen,278,57,11
16409,05/28/2020,Zambia,1057,7,779
16410,05/28/2020,Zimbabwe,149,4,28
16411,05/29/2020,Afghanistan,13659,246,1259
16412,05/29/2020,Albania,1099,33,851
16413,05/29/2020,Algeria,9134,638,5422
16414,05/29/2020,Andorra,764,51,684
16415,05/29/2020,Angola,81,4,18
16416,05/29/2020,Antigua and Barbuda,25,3,19
16417,05/29/2020,Argentina,15419,520,4788
16418,05/29/2020,Armenia,8676,120,3297
16419,05/29/2020,Australia,7184,103,6605
16420,05/29/2020,Austria,16655,668,15347
16421,05/29/2020,Azerbaijan,4989,58,3125
16422,05/29/2020,Bahamas,102,11,48
16423,05/29/2020,Bahrain,10449,15,5700
16424,05/29/2020,Bangladesh,42844,582,9015
16425,05/29/2020,Barbados,92,7,76
16426,05/29/2020,Belarus,40764,224,17390
16427,05/29/2020,Belgium,58061,9430,15682
16428,05/29/2020,Belize,18,2,16
16429,05/29/2020,Benin,224,3,136
16430,05/29/2020,Bhutan,31,0,6
16431,05/29/2020,Bolivia,8731,300,749
16432,05/29/2020,Bosnia and Herzegovina,2485,153,1803
16433,05/29/2020,Botswana,35,1,20
16434,05/29/2020,Brazil,465166,27878,189476
16435,05/29/2020,Brunei,141,2,138
16436,05/29/2020,Bulgaria,2485,136,1016
16437,05/29/2020,Burkina Faso,847,53,720
16438,05/29/2020,Burma,207,6,130
16439,05/29/2020,Burundi,42,1,20
16440,05/29/2020,Cabo Verde,405,4,155
16441,05/29/2020,Cambodia,124,0,122
16442,05/29/2020,Cameroon,5436,177,3326
16443,05/29/2020,Canada,90909,7063,47905
16444,05/29/2020,Central African Republic,874,1,23
16445,05/29/2020,Chad,759,65,444
16446,05/29/2020,Chile,90638,944,38598
16447,05/29/2020,Colombia,25406,855,6687
16448,05/29/2020,Comoros,87,2,24
16449,05/29/2020,Congo (Brazzaville),571,19,161
16450,05/29/2020,Congo (Kinshasa),2833,69,400
16451,05/29/2020,Costa Rica,1022,10,653
16452,05/29/2020,Croatia,2245,103,2059
16453,05/29/2020,Cuba,2005,82,1760
16454,05/29/2020,Cyprus,942,17,784
16455,05/29/2020,Czech Republic,9196,319,6500
16456,05/29/2020,Denmark,11793,568,10438
16457,05/29/2020,Diamond Princess,712,13,651
16458,05/29/2020,Djibouti,2914,20,1241
16459,05/29/2020,Dominica,16,0,16
16460,05/29/2020,Dominican Republic,16531,488,9266
16461,05/29/2020,Ecuador,38571,3334,19190
16462,05/29/2020,Egypt,22082,879,5511
16463,05/29/2020,El Salvador,2278,42,1015
16464,05/29/2020,Equatorial Guinea,1306,12,200
16465,05/29/2020,Eritrea,39,0,39
16466,05/29/2020,Estonia,1859,67,1610
16467,05/29/2020,Eswatini,279,2,168
16468,05/29/2020,Ethiopia,968,8,197
16469,05/29/2020,Fiji,18,0,15
16470,05/29/2020,Finland,6776,314,5500
16471,05/29/2020,France,186923,28717,67921
16472,05/29/2020,Gabon,2613,15,709
16473,05/29/2020,Gambia,25,1,20
16474,05/29/2020,Georgia,746,12,576
16475,05/29/2020,Germany,182922,8504,164245
16476,05/29/2020,Ghana,7616,34,2421
16477,05/29/2020,Greece,2909,175,1374
16478,05/29/2020,Grenada,23,0,18
16479,05/29/2020,Guatemala,4607,90,648
16480,05/29/2020,Guinea,3656,22,2000
16481,05/29/2020,Guinea-Bissau,1256,8,42
16482,05/29/2020,Guyana,150,11,67
16483,05/29/2020,Haiti,1584,35,22
16484,05/29/2020,Holy See,12,0,2
16485,05/29/2020,Honduras,4752,196,519
16486,05/29/2020,Hong Kong,1079,4,1035
16487,05/29/2020,Hungary,3841,517,2024
16488,05/29/2020,Iceland,1805,10,1794
16489,05/29/2020,India,173491,4980,82627
16490,05/29/2020,Indonesia,25216,1520,6492
16491,05/29/2020,Iran,146668,7677,114931
16492,05/29/2020,Iraq,5873,185,3044
16493,05/29/2020,Ireland,24876,1645,22089
16494,05/29/2020,Israel,16987,284,14776
16495,05/29/2020,Italy,232248,33229,152844
16496,05/29/2020,Ivory Coast,2750,32,1370
16497,05/29/2020,Jamaica,575,9,289
16498,05/29/2020,Japan,16673,887,14213
16499,05/29/2020,Jordan,730,9,507
16500,05/29/2020,Kazakhstan,9932,37,5057
16501,05/29/2020,Kenya,1745,62,438
16502,05/29/2020,Kosovo,1048,30,801
16503,05/29/2020,Kuwait,25184,194,9273
16504,05/29/2020,Kyrgyzstan,1662,16,1088
16505,05/29/2020,Laos,19,0,16
16506,05/29/2020,Latvia,1064,24,745
16507,05/29/2020,Lebanon,1172,26,705
16508,05/29/2020,Lesotho,2,0,1
16509,05/29/2020,Liberia,273,27,146
16510,05/29/2020,Libya,118,5,41
16511,05/29/2020,Liechtenstein,82,1,55
16512,05/29/2020,Lithuania,1662,68,1216
16513,05/29/2020,Luxembourg,4012,110,3815
16514,05/29/2020,MS Zaandam,9,2,0
16515,05/29/2020,Macau,45,0,45
16516,05/29/2020,Madagascar,698,5,164
16517,05/29/2020,Mainland China,82999,4634,78302
16518,05/29/2020,Malawi,273,4,42
16519,05/29/2020,Malaysia,7732,115,6235
16520,05/29/2020,Maldives,1591,5,197
16521,05/29/2020,Mali,1226,73,669
16522,05/29/2020,Malta,616,9,514
16523,05/29/2020,Mauritania,423,20,21
16524,05/29/2020,Mauritius,335,10,322
16525,05/29/2020,Mexico,84627,9415,59003
16526,05/29/2020,Moldova,7896,288,4278
16527,05/29/2020,Monaco,98,4,90
16528,05/29/2020,Mongolia,179,0,43
16529,05/29/2020,Montenegro,324,9,315
16530,05/29/2020,Morocco,7714,202,5271
16531,05/29/2020,Mozambique,234,2,84
16532,05/29/2020,Namibia,23,0,14
16533,05/29/2020,Nepal,1212,6,206
16534,05/29/2020,Netherlands,46328,5950,178
16535,05/29/2020,New Zealand,1504,22,1481
16536,05/29/2020,Nicaragua,759,35,370
16537,05/29/2020,Niger,955,64,813
16538,05/29/2020,Nigeria,9302,261,2697
16539,05/29/2020,North Macedonia,2129,126,1516
16540,05/29/2020,Norway,8422,236,7727
16541,05/29/2020,Oman,9820,40,2396
16542,05/29/2020,Pakistan,64028,1317,22305
16543,05/29/2020,Panama,12531,326,7540
16544,05/29/2020,Papua New Guinea,8,0,8
16545,05/29/2020,Paraguay,917,11,413
16546,05/29/2020,Peru,141779,4099,62791
16547,05/29/2020,Philippines,16634,942,3720
16548,05/29/2020,Poland,23155,1051,10692
16549,05/29/2020,Portugal,31946,1383,18911
16550,05/29/2020,Qatar,52907,36,20604
16551,05/29/2020,Romania,18982,1248,12829
16552,05/29/2020,Russia,387623,4374,159257
16553,05/29/2020,Rwanda,355,0,247
16554,05/29/2020,Saint Kitts and Nevis,15,0,15
16555,05/29/2020,Saint Lucia,18,0,18
16556,05/29/2020,Saint Vincent and the Grenadines,26,0,14
16557,05/29/2020,San Marino,671,42,344
16558,05/29/2020,Sao Tome and Principe,463,12,68
16559,05/29/2020,Saudi Arabia,81766,458,57013
16560,05/29/2020,Senegal,3429,41,1738
16561,05/29/2020,Serbia,11354,242,6524
16562,05/29/2020,Seychelles,11,0,11
16563,05/29/2020,Sierra Leone,829,45,386
16564,05/29/2020,Singapore,33860,23,19631
16565,05/29/2020,Slovakia,1520,28,1338
16566,05/29/2020,Slovenia,1473,108,1357
16567,05/29/2020,Somalia,1828,72,310
16568,05/29/2020,South Africa,29240,611,15093
16569,05/29/2020,South Korea,11441,269,10398
16570,05/29/2020,South Sudan,994,10,6
16571,05/29/2020,Spain,238564,27121,150376
16572,05/29/2020,Sri Lanka,1558,10,754
16573,05/29/2020,Sudan,4521,233,816
16574,05/29/2020,Suriname,12,1,9
16575,05/29/2020,Sweden,36476,4350,4971
16576,05/29/2020,Switzerland,30828,1919,28300
16577,05/29/2020,Syria,122,4,43
16578,05/29/2020,Taiwan,442,7,420
16579,05/29/2020,Tajikistan,3686,47,1769
16580,05/29/2020,Tanzania,509,21,183
16581,05/29/2020,Thailand,3076,57,2945
16582,05/29/2020,Timor-Leste,24,0,24
16583,05/29/2020,Togo,428,13,202
16584,05/29/2020,Trinidad and Tobago,116,8,108
16585,05/29/2020,Tunisia,1071,48,946
16586,05/29/2020,Turkey,162120,4489,125963
16587,05/29/2020,UK,272607,38243,1172
16588,05/29/2020,US,1746019,102809,406446
16589,05/29/2020,Uganda,329,0,72
16590,05/29/2020,Ukraine,22811,679,8934
16591,05/29/2020,United Arab Emirates,33170,260,17097
16592,05/29/2020,Uruguay,816,22,680
16593,05/29/2020,Uzbekistan,3468,14,2728
16594,05/29/2020,Venezuela,1370,14,302
16595,05/29/2020,Vietnam,328,0,279
16596,05/29/2020,West Bank and Gaza,446,3,368
16597,05/29/2020,Western Sahara,9,1,6
16598,05/29/2020,Yemen,283,65,11
16599,05/29/2020,Zambia,1057,7,779
16600,05/29/2020,Zimbabwe,149,4,28
16601,05/30/2020,Afghanistan,14525,249,1303
16602,05/30/2020,Albania,1122,33,857
16603,05/30/2020,Algeria,9267,646,5549
16604,05/30/2020,Andorra,764,51,692
16605,05/30/2020,Angola,84,4,18
16606,05/30/2020,Antigua and Barbuda,25,3,19
16607,05/30/2020,Argentina,16214,528,4788
16608,05/30/2020,Armenia,8927,127,3317
16609,05/30/2020,Australia,7192,103,6614
16610,05/30/2020,Austria,16685,668,15520
16611,05/30/2020,Azerbaijan,5246,61,3327
16612,05/30/2020,Bahamas,102,11,48
16613,05/30/2020,Bahrain,10793,17,5826
16614,05/30/2020,Bangladesh,44608,610,9375
16615,05/30/2020,Barbados,92,7,76
16616,05/30/2020,Belarus,41658,229,17964
16617,05/30/2020,Belgium,58186,9453,15769
16618,05/30/2020,Belize,18,2,16
16619,05/30/2020,Benin,224,3,136
16620,05/30/2020,Bhutan,33,0,6
16621,05/30/2020,Bolivia,9592,310,889
16622,05/30/2020,Bosnia and Herzegovina,2494,153,1831
16623,05/30/2020,Botswana,35,1,20
16624,05/30/2020,Brazil,498440,28834,200892
16625,05/30/2020,Brunei,141,2,138
16626,05/30/2020,Bulgaria,2499,139,1064
16627,05/30/2020,Burkina Faso,847,53,720
16628,05/30/2020,Burma,224,6,130
16629,05/30/2020,Burundi,63,1,33
16630,05/30/2020,Cabo Verde,421,4,167
16631,05/30/2020,Cambodia,125,0,123
16632,05/30/2020,Cameroon,5904,191,3568
16633,05/30/2020,Canada,91681,7159,48517
16634,05/30/2020,Central African Republic,962,1,23
16635,05/30/2020,Chad,759,65,470
16636,05/30/2020,Chile,94858,997,40431
16637,05/30/2020,Colombia,26734,891,6935
16638,05/30/2020,Comoros,106,2,26
16639,05/30/2020,Congo (Brazzaville),571,19,161
16640,05/30/2020,Congo (Kinshasa),2966,69,428
16641,05/30/2020,Costa Rica,1047,10,658
16642,05/30/2020,Croatia,2246,103,2063
16643,05/30/2020,Cuba,2025,83,1795
16644,05/30/2020,Cyprus,944,17,790
16645,05/30/2020,Czech Republic,9230,319,6546
16646,05/30/2020,Denmark,11833,571,10525
16647,05/30/2020,Diamond Princess,712,13,651
16648,05/30/2020,Djibouti,3194,22,1286
16649,05/30/2020,Dominica,16,0,16
16650,05/30/2020,Dominican Republic,16908,498,9557
16651,05/30/2020,Ecuador,38571,3334,19190
16652,05/30/2020,Egypt,23449,913,5693
16653,05/30/2020,El Salvador,2395,46,1031
16654,05/30/2020,Equatorial Guinea,1306,12,200
16655,05/30/2020,Eritrea,39,0,39
16656,05/30/2020,Estonia,1865,67,1622
16657,05/30/2020,Eswatini,283,2,168
16658,05/30/2020,Ethiopia,1063,8,208
16659,05/30/2020,Fiji,18,0,15
16660,05/30/2020,Finland,6826,316,5500
16661,05/30/2020,France,188752,28774,68386
16662,05/30/2020,Gabon,2655,17,722
16663,05/30/2020,Gambia,25,1,20
16664,05/30/2020,Georgia,757,12,600
16665,05/30/2020,Germany,183189,8530,164908
16666,05/30/2020,Ghana,7768,35,2540
16667,05/30/2020,Greece,2915,175,1374
16668,05/30/2020,Grenada,23,0,18
16669,05/30/2020,Guatemala,4739,102,706
16670,05/30/2020,Guinea,3706,23,2030
16671,05/30/2020,Guinea-Bissau,1256,8,42
16672,05/30/2020,Guyana,152,12,67
16673,05/30/2020,Haiti,1865,41,24
16674,05/30/2020,Holy See,12,0,2
16675,05/30/2020,Honduras,5094,201,536
16676,05/30/2020,Hong Kong,1082,4,1036
16677,05/30/2020,Hungary,3867,524,2142
16678,05/30/2020,Iceland,1806,10,1794
16679,05/30/2020,India,181827,5185,86936
16680,05/30/2020,Indonesia,25773,1573,7015
16681,05/30/2020,Iran,148950,7734,116827
16682,05/30/2020,Iraq,6179,195,3110
16683,05/30/2020,Ireland,24929,1651,22089
16684,05/30/2020,Israel,17012,284,14811
16685,05/30/2020,Italy,232664,33340,155633
16686,05/30/2020,Ivory Coast,2799,33,1385
16687,05/30/2020,Jamaica,581,9,290
16688,05/30/2020,Japan,16716,894,14267
16689,05/30/2020,Jordan,734,9,507
16690,05/30/2020,Kazakhstan,10382,38,5220
16691,05/30/2020,Kenya,1888,63,464
16692,05/30/2020,Kosovo,1064,30,829
16693,05/30/2020,Kuwait,26192,205,10156
16694,05/30/2020,Kyrgyzstan,1722,16,1113
16695,05/30/2020,Laos,19,0,16
16696,05/30/2020,Latvia,1065,24,745
16697,05/30/2020,Lebanon,1191,26,708
16698,05/30/2020,Lesotho,2,0,1
16699,05/30/2020,Liberia,280,27,148
16700,05/30/2020,Libya,130,5,50
16701,05/30/2020,Liechtenstein,82,1,55
16702,05/30/2020,Lithuania,1670,70,1229
16703,05/30/2020,Luxembourg,4016,110,3815
16704,05/30/2020,MS Zaandam,9,2,0
16705,05/30/2020,Macau,45,0,45
16706,05/30/2020,Madagascar,758,6,165
16707,05/30/2020,Mainland China,83001,4634,78305
16708,05/30/2020,Malawi,279,4,42
16709,05/30/2020,Malaysia,7762,115,6330
16710,05/30/2020,Maldives,1672,5,406
16711,05/30/2020,Mali,1250,76,696
16712,05/30/2020,Malta,618,9,525
16713,05/30/2020,Mauritania,483,20,21
16714,05/30/2020,Mauritius,335,10,322
16715,05/30/2020,Mexico,87512,9779,61247
16716,05/30/2020,Moldova,8098,291,4455
16717,05/30/2020,Monaco,99,4,90
16718,05/30/2020,Mongolia,179,0,44
16719,05/30/2020,Montenegro,324,9,315
16720,05/30/2020,Morocco,7780,204,5401
16721,05/30/2020,Mozambique,244,2,90
16722,05/30/2020,Namibia,23,0,14
16723,05/30/2020,Nepal,1401,6,219
16724,05/30/2020,Netherlands,46460,5970,178
16725,05/30/2020,New Zealand,1504,22,1481
16726,05/30/2020,Nicaragua,759,35,370
16727,05/30/2020,Niger,956,64,818
16728,05/30/2020,Nigeria,9855,273,2856
16729,05/30/2020,North Macedonia,2164,131,1535
16730,05/30/2020,Norway,8437,236,7727
16731,05/30/2020,Oman,10423,42,2396
16732,05/30/2020,Pakistan,66457,1395,24131
16733,05/30/2020,Panama,13018,330,9414
16734,05/30/2020,Papua New Guinea,8,0,8
16735,05/30/2020,Paraguay,964,11,466
16736,05/30/2020,Peru,155671,4371,66447
16737,05/30/2020,Philippines,17224,950,3808
16738,05/30/2020,Poland,23571,1061,11016
16739,05/30/2020,Portugal,32203,1396,19186
16740,05/30/2020,Qatar,55262,36,25839
16741,05/30/2020,Romania,19133,1259,13046
16742,05/30/2020,Russia,396575,4555,167469
16743,05/30/2020,Rwanda,359,1,250
16744,05/30/2020,Saint Kitts and Nevis,15,0,15
16745,05/30/2020,Saint Lucia,18,0,18
16746,05/30/2020,Saint Vincent and the Grenadines,26,0,15
16747,05/30/2020,San Marino,671,42,357
16748,05/30/2020,Sao Tome and Principe,479,12,68
16749,05/30/2020,Saudi Arabia,83384,480,58883
16750,05/30/2020,Senegal,3535,42,1761
16751,05/30/2020,Serbia,11381,242,6606
16752,05/30/2020,Seychelles,11,0,11
16753,05/30/2020,Sierra Leone,852,46,415
16754,05/30/2020,Singapore,34366,23,20727
16755,05/30/2020,Slovakia,1521,28,1356
16756,05/30/2020,Slovenia,1473,108,1357
16757,05/30/2020,Somalia,1916,73,327
16758,05/30/2020,South Africa,30967,643,16116
16759,05/30/2020,South Korea,11468,270,10405
16760,05/30/2020,South Sudan,994,10,6
16761,05/30/2020,Spain,239228,27125,150376
16762,05/30/2020,Sri Lanka,1620,10,781
16763,05/30/2020,Sudan,4800,262,1272
16764,05/30/2020,Suriname,14,1,9
16765,05/30/2020,Sweden,37113,4395,4971
16766,05/30/2020,Switzerland,30845,1919,28400
16767,05/30/2020,Syria,122,4,43
16768,05/30/2020,Taiwan,442,7,421
16769,05/30/2020,Tajikistan,3807,47,1865
16770,05/30/2020,Tanzania,509,21,183
16771,05/30/2020,Thailand,3077,57,2961
16772,05/30/2020,Timor-Leste,24,0,24
16773,05/30/2020,Togo,433,13,206
16774,05/30/2020,Trinidad and Tobago,117,8,108
16775,05/30/2020,Tunisia,1076,48,950
16776,05/30/2020,Turkey,163103,4515,126984
16777,05/30/2020,UK,274219,38458,1187
16778,05/30/2020,US,1770165,103776,416461
16779,05/30/2020,Uganda,413,0,72
16780,05/30/2020,Ukraine,23204,696,9311
16781,05/30/2020,United Arab Emirates,33896,262,17546
16782,05/30/2020,Uruguay,821,22,682
16783,05/30/2020,Uzbekistan,3546,14,2783
16784,05/30/2020,Venezuela,1459,14,302
16785,05/30/2020,Vietnam,328,0,279
16786,05/30/2020,West Bank and Gaza,447,3,368
16787,05/30/2020,Western Sahara,9,1,6
16788,05/30/2020,Yemen,310,77,13
16789,05/30/2020,Zambia,1057,7,779
16790,05/30/2020,Zimbabwe,174,4,29
16791,05/31/2020,Afghanistan,15205,257,1328
16792,05/31/2020,Albania,1137,33,872
16793,05/31/2020,Algeria,9394,653,5748
16794,05/31/2020,Andorra,764,51,694
16795,05/31/2020,Angola,86,4,18
16796,05/31/2020,Antigua and Barbuda,26,3,19
16797,05/31/2020,Argentina,16851,539,5336
16798,05/31/2020,Armenia,9282,131,3386
16799,05/31/2020,Australia,7202,103,6618
16800,05/31/2020,Austria,16731,668,15593
16801,05/31/2020,Azerbaijan,5494,63,3428
16802,05/31/2020,Bahamas,102,11,48
16803,05/31/2020,Bahrain,11398,19,6673
16804,05/31/2020,Bangladesh,47153,650,9781
16805,05/31/2020,Barbados,92,7,76
16806,05/31/2020,Belarus,42556,235,18514
16807,05/31/2020,Belgium,58381,9467,15887
16808,05/31/2020,Belize,18,2,16
16809,05/31/2020,Benin,232,3,143
16810,05/31/2020,Bhutan,43,0,6
16811,05/31/2020,Bolivia,9982,313,968
16812,05/31/2020,Bosnia and Herzegovina,2510,153,1862
